-0.09307502	0.25223213	-0.04153633	-0.20345214	-0.10523349	-0.04595228	0.018123288	0.07134754	0.025521081	-0.078114964	-0.027320348	-0.037963968	-0.100726955	0.08927121	0.032633666	0.09441246
-0.10267228	0.16655451	-0.008990712	-0.09111532	-0.08204676	-0.11511368	0.09239081	-0.0064935675	-0.030970767	-0.02249495	0.046738777	-0.034801334	-0.025657307	0.0456317	0.070773974	0.08496409
-0.26617095	-0.12539877	0.21978496	-0.21207517	0.19513434	0.2140951	0.26608607	0.26938412	-0.25352973	-0.24868207	0.21343061	0.26355392	-0.2767784	-0.19825867	-0.13187124	-0.16752365
-0.05425387	0.14910038	0.025871828	-0.20417649	-0.05656533	0.0030645637	0.08843651	0.10087438	0.010933128	-0.11157844	0.07143732	-0.012680619	-0.09562802	-0.014060203	0.042315662	-0.0219283
-0.009555552	0.22464466	-0.104077466	-0.055206887	-0.17162181	-0.14588101	-0.052075915	-0.08940476	0.08130295	-0.005898777	-0.09915658	-0.116053	-0.054117028	0.1403597	0.11414402	0.07306847
0.059307743	0.14435744	-0.026553933	0.015881846	-0.03773102	-0.08418848	-0.003910116	-0.08920355	0.03811744	0.010133718	-0.08197442	-0.07756939	0.018711397	0.054359943	0.05712053	0.065641806
-0.09084881	-0.043021325	0.09299406	-0.15104184	0.15308458	0.118280314	0.100456946	0.120868385	-0.11798608	-0.17284192	0.10324172	0.11267582	-0.109298594	-0.16795345	-0.041959513	-0.100453705
0.0249879	0.18840593	-0.0889718	-0.12569487	-0.115492634	-0.12698676	0.023427334	-0.08200769	0.03131803	0.011656914	-0.04571337	-0.09369897	-0.021971963	0.09284597	0.09282454	0.09969339
-0.018194165	0.15805566	-0.062265653	-0.029677553	-0.03642603	-0.05173688	0.058510426	0.018428642	0.0457408	0.029484646	-0.044853743	0.036125556	-0.05750449	0.03798771	0.07277786	0.055440404
0.04091593	0.22440077	-0.09989775	-0.050985165	-0.10157213	-0.15287215	-0.07813447	-0.104993396	0.08511411	0.11036616	-0.11951662	-0.0767161	0.0434468	0.1274247	0.0940367	0.093980186
